c_name,round,train_loss,train_acc,grad_norms
f_00051,0,2.4046154022216797,0.0,"{'layers.0.weight': tensor(62.4249), 'layers.0.bias': tensor(0.8768)}"
f_00035,0,1.4119398593902588,0.4090909090909091,"{'layers.0.weight': tensor(122.8193), 'layers.0.bias': tensor(0.4199)}"
f_00036,0,2.9833991527557373,0.0,"{'layers.0.weight': tensor(135.3777), 'layers.0.bias': tensor(1.1434)}"
f_00028,0,1.5146585702896118,0.7222222222222222,"{'layers.0.weight': tensor(44.8128), 'layers.0.bias': tensor(0.5025)}"
f_00098,0,2.508131265640259,0.0,"{'layers.0.weight': tensor(19.3205), 'layers.0.bias': tensor(0.3502)}"
f_00026,0,2.130828380584717,0.07017543859649122,"{'layers.0.weight': tensor(18.9862), 'layers.0.bias': tensor(0.2639)}"
f_00045,0,3.891510248184204,0.0,"{'layers.0.weight': tensor(106.1183), 'layers.0.bias': tensor(1.0795)}"
f_00088,0,3.1893863677978516,0.0,"{'layers.0.weight': tensor(65.6005), 'layers.0.bias': tensor(1.0790)}"
f_00015,0,2.628571033477783,0.0,"{'layers.0.weight': tensor(76.9604), 'layers.0.bias': tensor(0.5407)}"
f_00056,0,2.8842673301696777,0.0,"{'layers.0.weight': tensor(130.6439), 'layers.0.bias': tensor(1.0444)}"
f_00075,0,3.2581725120544434,0.0,"{'layers.0.weight': tensor(91.3674), 'layers.0.bias': tensor(1.0491)}"
f_00071,0,2.825300931930542,0.09259259259259259,"{'layers.0.weight': tensor(62.5844), 'layers.0.bias': tensor(0.7664)}"
f_00030,1,2.576772928237915,0.0,"{'layers.0.weight': tensor(216.8964), 'layers.0.bias': tensor(0.9259)}"
f_00012,1,2.6290249824523926,0.0,"{'layers.0.weight': tensor(185.6916), 'layers.0.bias': tensor(1.0279)}"
f_00050,1,2.4039058685302734,0.0,"{'layers.0.weight': tensor(37.6197), 'layers.0.bias': tensor(0.5976)}"
f_00061,1,3.070230484008789,0.0,"{'layers.0.weight': tensor(164.5675), 'layers.0.bias': tensor(1.0715)}"
f_00014,1,3.8795676231384277,0.0,"{'layers.0.weight': tensor(241.1616), 'layers.0.bias': tensor(1.1946)}"
f_00075,1,3.2027735710144043,0.0,"{'layers.0.weight': tensor(90.8364), 'layers.0.bias': tensor(1.0430)}"
f_00065,1,1.5730314254760742,0.017241379310344827,"{'layers.0.weight': tensor(107.6560), 'layers.0.bias': tensor(0.7567)}"
f_00098,1,2.4990954399108887,0.0,"{'layers.0.weight': tensor(19.2187), 'layers.0.bias': tensor(0.3483)}"
f_00047,1,1.6644006967544556,0.6055045871559633,"{'layers.0.weight': tensor(14.6264), 'layers.0.bias': tensor(0.2043)}"
f_00025,1,2.260207176208496,0.0,"{'layers.0.weight': tensor(53.6821), 'layers.0.bias': tensor(0.5471)}"
f_00018,1,2.4669551849365234,0.0,"{'layers.0.weight': tensor(45.5723), 'layers.0.bias': tensor(0.9688)}"
f_00070,1,2.10555100440979,0.007407407407407408,"{'layers.0.weight': tensor(67.4514), 'layers.0.bias': tensor(0.8849)}"
f_00097,1,3.3258676528930664,0.0,"{'layers.0.weight': tensor(71.8131), 'layers.0.bias': tensor(0.6812)}"
f_00057,1,1.789701223373413,0.5454545454545454,"{'layers.0.weight': tensor(13.2897), 'layers.0.bias': tensor(0.2578)}"
f_00010,1,2.3071651458740234,0.018518518518518517,"{'layers.0.weight': tensor(98.8727), 'layers.0.bias': tensor(0.9451)}"
f_00077,1,2.9712274074554443,0.0,"{'layers.0.weight': tensor(71.4300), 'layers.0.bias': tensor(0.9519)}"
f_00085,1,1.9272534847259521,0.0,"{'layers.0.weight': tensor(130.7799), 'layers.0.bias': tensor(0.8480)}"
f_00005,1,4.423441410064697,0.0,"{'layers.0.weight': tensor(423.3109), 'layers.0.bias': tensor(1.1414)}"
f_00078,1,2.4571762084960938,0.0,"{'layers.0.weight': tensor(41.5964), 'layers.0.bias': tensor(0.4544)}"
f_00054,1,3.2707507610321045,0.0,"{'layers.0.weight': tensor(148.2073), 'layers.0.bias': tensor(0.8912)}"
f_00086,1,2.9228644371032715,0.0,"{'layers.0.weight': tensor(68.9434), 'layers.0.bias': tensor(1.0038)}"
f_00044,1,3.7840805053710938,0.0,"{'layers.0.weight': tensor(112.3132), 'layers.0.bias': tensor(0.8619)}"
f_00036,1,2.817200183868408,0.0,"{'layers.0.weight': tensor(130.4581), 'layers.0.bias': tensor(1.1018)}"
f_00046,1,1.9465792179107666,0.2,"{'layers.0.weight': tensor(52.6364), 'layers.0.bias': tensor(0.6398)}"
f_00058,1,2.7088682651519775,0.03626943005181347,"{'layers.0.weight': tensor(37.9461), 'layers.0.bias': tensor(0.5766)}"
f_00045,1,3.719770908355713,0.0,"{'layers.0.weight': tensor(105.1429), 'layers.0.bias': tensor(1.0696)}"
f_00017,1,2.520987033843994,0.0,"{'layers.0.weight': tensor(91.1047), 'layers.0.bias': tensor(0.9825)}"
f_00022,1,2.4350149631500244,0.0,"{'layers.0.weight': tensor(69.4864), 'layers.0.bias': tensor(0.9623)}"
f_00090,1,3.0384771823883057,0.0,"{'layers.0.weight': tensor(75.7950), 'layers.0.bias': tensor(1.0608)}"
f_00089,1,2.365079164505005,0.0,"{'layers.0.weight': tensor(228.2569), 'layers.0.bias': tensor(0.8055)}"
f_00096,2,2.091352939605713,0.0,"{'layers.0.weight': tensor(53.5374), 'layers.0.bias': tensor(0.8651)}"
f_00058,2,2.703195571899414,0.031088082901554404,"{'layers.0.weight': tensor(37.8436), 'layers.0.bias': tensor(0.5751)}"
f_00037,2,2.4945528507232666,0.0,"{'layers.0.weight': tensor(81.7541), 'layers.0.bias': tensor(0.9610)}"
f_00004,2,2.687389373779297,0.0,"{'layers.0.weight': tensor(45.0213), 'layers.0.bias': tensor(0.5820)}"
f_00052,2,2.204195022583008,0.26621160409556316,"{'layers.0.weight': tensor(29.7632), 'layers.0.bias': tensor(0.4238)}"
f_00062,2,2.0482356548309326,0.0,"{'layers.0.weight': tensor(34.1122), 'layers.0.bias': tensor(0.5381)}"
f_00084,2,2.60123348236084,0.0,"{'layers.0.weight': tensor(31.7893), 'layers.0.bias': tensor(0.5789)}"
f_00023,2,2.5666110515594482,0.0,"{'layers.0.weight': tensor(405.6612), 'layers.0.bias': tensor(1.0610)}"
f_00039,2,1.2794342041015625,0.9583333333333334,"{'layers.0.weight': tensor(69.4929), 'layers.0.bias': tensor(0.5316)}"
f_00031,2,4.476600170135498,0.0,"{'layers.0.weight': tensor(513.7749), 'layers.0.bias': tensor(1.2151)}"
f_00009,2,3.1500089168548584,0.0,"{'layers.0.weight': tensor(62.7501), 'layers.0.bias': tensor(0.6025)}"
f_00047,2,1.6745284795761108,0.5688073394495413,"{'layers.0.weight': tensor(15.0148), 'layers.0.bias': tensor(0.2098)}"
f_00060,2,1.7589032649993896,0.9214285714285714,"{'layers.0.weight': tensor(43.5916), 'layers.0.bias': tensor(0.7682)}"
f_00022,2,2.4628777503967285,0.0,"{'layers.0.weight': tensor(69.7753), 'layers.0.bias': tensor(0.9662)}"
f_00048,2,2.8890340328216553,0.0,"{'layers.0.weight': tensor(66.5351), 'layers.0.bias': tensor(0.5388)}"
f_00012,2,2.591782331466675,0.0,"{'layers.0.weight': tensor(183.6587), 'layers.0.bias': tensor(1.0167)}"
f_00010,2,2.28300404548645,0.018518518518518517,"{'layers.0.weight': tensor(97.9113), 'layers.0.bias': tensor(0.9359)}"
f_00057,2,1.8006398677825928,0.5454545454545454,"{'layers.0.weight': tensor(13.4661), 'layers.0.bias': tensor(0.2612)}"
f_00008,2,2.5903396606445312,0.0,"{'layers.0.weight': tensor(125.8736), 'layers.0.bias': tensor(0.9783)}"
f_00078,2,2.4634151458740234,0.0,"{'layers.0.weight': tensor(41.7028), 'layers.0.bias': tensor(0.4556)}"
f_00097,2,3.217883348464966,0.0,"{'layers.0.weight': tensor(70.0977), 'layers.0.bias': tensor(0.6649)}"
f_00080,2,3.680014133453369,0.0,"{'layers.0.weight': tensor(72.2986), 'layers.0.bias': tensor(1.1215)}"
f_00046,2,1.8989595174789429,0.29523809523809524,"{'layers.0.weight': tensor(51.3975), 'layers.0.bias': tensor(0.6247)}"
f_00079,2,2.953077793121338,0.0,"{'layers.0.weight': tensor(135.2251), 'layers.0.bias': tensor(1.0616)}"
f_00043,2,2.7251060009002686,0.008695652173913044,"{'layers.0.weight': tensor(37.7611), 'layers.0.bias': tensor(0.4520)}"
f_00075,2,3.169889211654663,0.0,"{'layers.0.weight': tensor(90.4074), 'layers.0.bias': tensor(1.0381)}"
f_00011,2,2.4314064979553223,0.0,"{'layers.0.weight': tensor(40.2112), 'layers.0.bias': tensor(0.5372)}"
f_00069,2,2.1307685375213623,0.0,"{'layers.0.weight': tensor(185.2006), 'layers.0.bias': tensor(0.8177)}"
f_00015,2,2.5742545127868652,0.0,"{'layers.0.weight': tensor(75.6424), 'layers.0.bias': tensor(0.5314)}"
f_00017,2,2.386526346206665,0.0,"{'layers.0.weight': tensor(88.6059), 'layers.0.bias': tensor(0.9555)}"
f_00021,3,2.3724608421325684,0.0,"{'layers.0.weight': tensor(46.2779), 'layers.0.bias': tensor(0.8042)}"
f_00044,3,3.564918279647827,0.0,"{'layers.0.weight': tensor(105.5680), 'layers.0.bias': tensor(0.8101)}"
f_00046,3,1.8845877647399902,0.3142857142857143,"{'layers.0.weight': tensor(50.9763), 'layers.0.bias': tensor(0.6196)}"
f_00069,3,2.115931272506714,0.015873015873015872,"{'layers.0.weight': tensor(183.1846), 'layers.0.bias': tensor(0.8088)}"
f_00098,3,2.492786169052124,0.0,"{'layers.0.weight': tensor(19.1476), 'layers.0.bias': tensor(0.3471)}"
f_00053,3,3.276296615600586,0.0,"{'layers.0.weight': tensor(238.8380), 'layers.0.bias': tensor(0.8983)}"
f_00057,3,1.818494439125061,0.5454545454545454,"{'layers.0.weight': tensor(13.7734), 'layers.0.bias': tensor(0.2672)}"
f_00056,3,2.7699508666992188,0.0,"{'layers.0.weight': tensor(127.4580), 'layers.0.bias': tensor(1.0190)}"
f_00079,3,2.8789260387420654,0.0,"{'layers.0.weight': tensor(133.0260), 'layers.0.bias': tensor(1.0443)}"
f_00018,3,2.447230577468872,0.0,"{'layers.0.weight': tensor(45.2635), 'layers.0.bias': tensor(0.9623)}"
f_00005,3,3.8990814685821533,0.0,"{'layers.0.weight': tensor(411.9805), 'layers.0.bias': tensor(1.1108)}"
f_00048,3,2.8532228469848633,0.0,"{'layers.0.weight': tensor(65.0797), 'layers.0.bias': tensor(0.5271)}"
f_00077,3,2.91369366645813,0.0,"{'layers.0.weight': tensor(69.6770), 'layers.0.bias': tensor(0.9286)}"
f_00049,3,1.717319130897522,0.6,"{'layers.0.weight': tensor(39.2543), 'layers.0.bias': tensor(0.7315)}"
f_00034,3,3.1094918251037598,0.0,"{'layers.0.weight': tensor(236.4093), 'layers.0.bias': tensor(0.8657)}"
f_00013,3,1.8759479522705078,0.16981132075471697,"{'layers.0.weight': tensor(48.8250), 'layers.0.bias': tensor(0.7546)}"
f_00094,3,2.554438591003418,0.0,"{'layers.0.weight': tensor(116.9528), 'layers.0.bias': tensor(0.9943)}"
f_00041,3,3.2502529621124268,0.0,"{'layers.0.weight': tensor(156.1790), 'layers.0.bias': tensor(1.1294)}"
f_00042,3,2.5364701747894287,0.01652892561983471,"{'layers.0.weight': tensor(42.2142), 'layers.0.bias': tensor(0.4726)}"
f_00062,3,2.0772204399108887,0.0,"{'layers.0.weight': tensor(34.5014), 'layers.0.bias': tensor(0.5442)}"
f_00067,3,2.7035717964172363,0.0,"{'layers.0.weight': tensor(54.1524), 'layers.0.bias': tensor(0.5576)}"
f_00086,3,2.814509630203247,0.0,"{'layers.0.weight': tensor(67.7825), 'layers.0.bias': tensor(0.9869)}"
f_00031,3,3.8344788551330566,0.0,"{'layers.0.weight': tensor(493.4910), 'layers.0.bias': tensor(1.1672)}"
f_00027,3,2.413274049758911,0.0,"{'layers.0.weight': tensor(54.5202), 'layers.0.bias': tensor(0.9544)}"
f_00043,3,2.7037296295166016,0.008695652173913044,"{'layers.0.weight': tensor(37.4481), 'layers.0.bias': tensor(0.4482)}"
f_00040,3,2.053443193435669,0.0,"{'layers.0.weight': tensor(244.5412), 'layers.0.bias': tensor(1.0113)}"
f_00038,3,3.6007187366485596,0.0,"{'layers.0.weight': tensor(95.2080), 'layers.0.bias': tensor(0.6261)}"
f_00068,3,2.6863746643066406,0.0,"{'layers.0.weight': tensor(63.6612), 'layers.0.bias': tensor(0.9756)}"
f_00088,3,3.1671407222747803,0.0,"{'layers.0.weight': tensor(65.4010), 'layers.0.bias': tensor(1.0757)}"
f_00093,3,2.934175729751587,0.08333333333333333,"{'layers.0.weight': tensor(101.3329), 'layers.0.bias': tensor(0.6266)}"
f_00022,4,2.4763293266296387,0.0,"{'layers.0.weight': tensor(69.8214), 'layers.0.bias': tensor(0.9669)}"
f_00093,4,2.839959144592285,0.08333333333333333,"{'layers.0.weight': tensor(99.9745), 'layers.0.bias': tensor(0.6182)}"
f_00023,4,2.402190923690796,0.0,"{'layers.0.weight': tensor(378.3634), 'layers.0.bias': tensor(0.9896)}"
f_00053,4,3.161088228225708,0.0,"{'layers.0.weight': tensor(232.6253), 'layers.0.bias': tensor(0.8749)}"
f_00062,4,2.092613458633423,0.0,"{'layers.0.weight': tensor(34.6625), 'layers.0.bias': tensor(0.5468)}"
f_00052,4,2.2070372104644775,0.32081911262798635,"{'layers.0.weight': tensor(29.6858), 'layers.0.bias': tensor(0.4227)}"
f_00079,4,2.856419086456299,0.0,"{'layers.0.weight': tensor(131.8717), 'layers.0.bias': tensor(1.0353)}"
f_00086,4,2.753871440887451,0.0,"{'layers.0.weight': tensor(67.1659), 'layers.0.bias': tensor(0.9780)}"
f_00094,4,2.5643012523651123,0.0,"{'layers.0.weight': tensor(117.3016), 'layers.0.bias': tensor(0.9972)}"
f_00039,4,1.486708641052246,0.9027777777777778,"{'layers.0.weight': tensor(81.1222), 'layers.0.bias': tensor(0.6206)}"
f_00003,4,1.8952322006225586,0.4222222222222222,"{'layers.0.weight': tensor(46.1768), 'layers.0.bias': tensor(0.8085)}"
f_00085,4,1.9119611978530884,0.03867403314917127,"{'layers.0.weight': tensor(128.7259), 'layers.0.bias': tensor(0.8347)}"
f_00077,4,2.8760180473327637,0.0,"{'layers.0.weight': tensor(68.8261), 'layers.0.bias': tensor(0.9173)}"
f_00092,4,2.2475476264953613,0.0,"{'layers.0.weight': tensor(91.1372), 'layers.0.bias': tensor(0.9058)}"
f_00038,4,3.492743730545044,0.0,"{'layers.0.weight': tensor(93.0606), 'layers.0.bias': tensor(0.6120)}"
f_00060,4,1.8340498208999634,0.8285714285714286,"{'layers.0.weight': tensor(44.8592), 'layers.0.bias': tensor(0.7905)}"
f_00007,4,2.2835114002227783,0.0,"{'layers.0.weight': tensor(300.3043), 'layers.0.bias': tensor(0.9746)}"
f_00031,4,3.5085813999176025,0.0,"{'layers.0.weight': tensor(477.8553), 'layers.0.bias': tensor(1.1302)}"
f_00051,4,2.3208506107330322,0.0,"{'layers.0.weight': tensor(59.6904), 'layers.0.bias': tensor(0.8385)}"
f_00000,4,2.804959297180176,0.014084507042253521,"{'layers.0.weight': tensor(55.6856), 'layers.0.bias': tensor(0.7376)}"
f_00010,4,2.2511982917785645,0.018518518518518517,"{'layers.0.weight': tensor(95.7723), 'layers.0.bias': tensor(0.9154)}"
f_00055,4,3.1903839111328125,0.0064516129032258064,"{'layers.0.weight': tensor(49.6333), 'layers.0.bias': tensor(0.6310)}"
f_00042,4,2.521009683609009,0.01652892561983471,"{'layers.0.weight': tensor(41.8315), 'layers.0.bias': tensor(0.4683)}"
f_00018,4,2.4262733459472656,0.0,"{'layers.0.weight': tensor(45.0162), 'layers.0.bias': tensor(0.9570)}"
f_00084,4,2.599396228790283,0.0,"{'layers.0.weight': tensor(31.3615), 'layers.0.bias': tensor(0.5711)}"
f_00015,4,2.5234017372131348,0.0,"{'layers.0.weight': tensor(74.4514), 'layers.0.bias': tensor(0.5230)}"
f_00050,4,2.403559923171997,0.0,"{'layers.0.weight': tensor(37.5719), 'layers.0.bias': tensor(0.5969)}"
f_00054,4,3.1310880184173584,0.03289473684210526,"{'layers.0.weight': tensor(144.1625), 'layers.0.bias': tensor(0.8669)}"
f_00071,4,2.815016508102417,0.09259259259259259,"{'layers.0.weight': tensor(62.3975), 'layers.0.bias': tensor(0.7641)}"
f_00040,4,2.1041347980499268,0.0,"{'layers.0.weight': tensor(241.7128), 'layers.0.bias': tensor(0.9995)}"
f_00095,5,2.379267692565918,0.06140350877192982,"{'layers.0.weight': tensor(28.9072), 'layers.0.bias': tensor(0.4314)}"
f_00075,5,3.1243529319763184,0.0,"{'layers.0.weight': tensor(89.8827), 'layers.0.bias': tensor(1.0321)}"
f_00046,5,1.875793695449829,0.3142857142857143,"{'layers.0.weight': tensor(50.6456), 'layers.0.bias': tensor(0.6156)}"
f_00050,5,2.4022114276885986,0.0,"{'layers.0.weight': tensor(37.5405), 'layers.0.bias': tensor(0.5964)}"
f_00052,5,2.2096314430236816,0.33447098976109213,"{'layers.0.weight': tensor(29.6874), 'layers.0.bias': tensor(0.4228)}"
f_00076,5,2.2923591136932373,0.0,"{'layers.0.weight': tensor(74.7761), 'layers.0.bias': tensor(0.9810)}"
f_00021,5,2.3797545433044434,0.0,"{'layers.0.weight': tensor(46.3806), 'layers.0.bias': tensor(0.8061)}"
f_00099,5,2.141777515411377,0.0,"{'layers.0.weight': tensor(75.5992), 'layers.0.bias': tensor(0.5196)}"
f_00057,5,1.8370059728622437,0.5454545454545454,"{'layers.0.weight': tensor(14.0617), 'layers.0.bias': tensor(0.2729)}"
f_00039,5,1.580680012702942,0.8472222222222222,"{'layers.0.weight': tensor(85.8521), 'layers.0.bias': tensor(0.6567)}"
f_00010,5,2.254765272140503,0.018518518518518517,"{'layers.0.weight': tensor(95.3573), 'layers.0.bias': tensor(0.9115)}"
f_00028,5,1.5070538520812988,0.8611111111111112,"{'layers.0.weight': tensor(43.6973), 'layers.0.bias': tensor(0.4900)}"
f_00074,5,2.358973503112793,0.0,"{'layers.0.weight': tensor(23.5223), 'layers.0.bias': tensor(0.4764)}"
f_00025,5,2.2821595668792725,0.0,"{'layers.0.weight': tensor(54.2747), 'layers.0.bias': tensor(0.5531)}"
f_00001,5,2.1150293350219727,0.0,"{'layers.0.weight': tensor(236.1992), 'layers.0.bias': tensor(0.9260)}"
f_00070,5,2.313669204711914,0.003703703703703704,"{'layers.0.weight': tensor(70.3861), 'layers.0.bias': tensor(0.9236)}"
f_00002,5,1.396271824836731,0.7191780821917808,"{'layers.0.weight': tensor(64.2313), 'layers.0.bias': tensor(0.6653)}"
f_00038,5,3.3795361518859863,0.0,"{'layers.0.weight': tensor(90.7858), 'layers.0.bias': tensor(0.5970)}"
f_00016,5,2.364837884902954,0.015503875968992248,"{'layers.0.weight': tensor(35.1515), 'layers.0.bias': tensor(0.4146)}"
f_00056,5,2.6834511756896973,0.0,"{'layers.0.weight': tensor(125.3480), 'layers.0.bias': tensor(1.0021)}"
f_00090,5,3.0731406211853027,0.0,"{'layers.0.weight': tensor(74.8233), 'layers.0.bias': tensor(1.0473)}"
f_00018,5,2.3928775787353516,0.0,"{'layers.0.weight': tensor(44.6485), 'layers.0.bias': tensor(0.9492)}"
f_00067,5,2.719831705093384,0.0,"{'layers.0.weight': tensor(53.6696), 'layers.0.bias': tensor(0.5526)}"
f_00037,5,2.2233152389526367,0.0,"{'layers.0.weight': tensor(77.0582), 'layers.0.bias': tensor(0.9058)}"
f_00077,5,2.8325233459472656,0.0,"{'layers.0.weight': tensor(67.7150), 'layers.0.bias': tensor(0.9025)}"
f_00051,5,2.3035144805908203,0.0,"{'layers.0.weight': tensor(59.1748), 'layers.0.bias': tensor(0.8313)}"
f_00072,5,2.5968871116638184,0.0,"{'layers.0.weight': tensor(79.3224), 'layers.0.bias': tensor(0.8786)}"
f_00060,5,1.8558181524276733,0.7642857142857142,"{'layers.0.weight': tensor(45.2144), 'layers.0.bias': tensor(0.7967)}"
f_00092,5,2.215928316116333,0.0,"{'layers.0.weight': tensor(90.3556), 'layers.0.bias': tensor(0.8980)}"
f_00024,5,2.1303622722625732,0.4965034965034965,"{'layers.0.weight': tensor(11.8563), 'layers.0.bias': tensor(0.1565)}"
f_00083,6,1.6683310270309448,0.8431372549019608,"{'layers.0.weight': tensor(31.9328), 'layers.0.bias': tensor(0.6586)}"
f_00011,6,2.437838077545166,0.0,"{'layers.0.weight': tensor(39.7105), 'layers.0.bias': tensor(0.5305)}"
f_00009,6,3.1326522827148438,0.0,"{'layers.0.weight': tensor(62.0478), 'layers.0.bias': tensor(0.5958)}"
f_00050,6,2.3931169509887695,0.0,"{'layers.0.weight': tensor(37.3879), 'layers.0.bias': tensor(0.5939)}"
f_00088,6,3.1662518978118896,0.0,"{'layers.0.weight': tensor(65.3181), 'layers.0.bias': tensor(1.0743)}"
f_00077,6,2.798379421234131,0.0,"{'layers.0.weight': tensor(66.9332), 'layers.0.bias': tensor(0.8921)}"
f_00082,6,2.139336585998535,0.0189873417721519,"{'layers.0.weight': tensor(44.8613), 'layers.0.bias': tensor(0.8374)}"
f_00015,6,2.4786033630371094,0.0,"{'layers.0.weight': tensor(73.2761), 'layers.0.bias': tensor(0.5148)}"
f_00045,6,3.2098007202148438,0.0,"{'layers.0.weight': tensor(101.2617), 'layers.0.bias': tensor(1.0301)}"
f_00074,6,2.3558990955352783,0.0,"{'layers.0.weight': tensor(23.4251), 'layers.0.bias': tensor(0.4744)}"
f_00025,6,2.2672808170318604,0.0,"{'layers.0.weight': tensor(53.7717), 'layers.0.bias': tensor(0.5480)}"
f_00046,6,1.8757364749908447,0.3142857142857143,"{'layers.0.weight': tensor(50.6277), 'layers.0.bias': tensor(0.6154)}"
f_00042,6,2.4569432735443115,0.01652892561983471,"{'layers.0.weight': tensor(40.5115), 'layers.0.bias': tensor(0.4535)}"
f_00028,6,1.5124503374099731,0.8472222222222222,"{'layers.0.weight': tensor(43.9031), 'layers.0.bias': tensor(0.4923)}"
f_00023,6,2.405367851257324,0.0,"{'layers.0.weight': tensor(376.3777), 'layers.0.bias': tensor(0.9844)}"
f_00053,6,3.0759499073028564,0.0,"{'layers.0.weight': tensor(231.0424), 'layers.0.bias': tensor(0.8690)}"
f_00037,6,2.1976168155670166,0.0,"{'layers.0.weight': tensor(76.4703), 'layers.0.bias': tensor(0.8989)}"
f_00092,6,2.1672604084014893,0.0,"{'layers.0.weight': tensor(89.2896), 'layers.0.bias': tensor(0.8874)}"
f_00052,6,2.20668888092041,0.3242320819112628,"{'layers.0.weight': tensor(29.6514), 'layers.0.bias': tensor(0.4223)}"
f_00059,6,2.738288402557373,0.0,"{'layers.0.weight': tensor(51.6880), 'layers.0.bias': tensor(0.9915)}"
f_00013,6,1.8769038915634155,0.20754716981132076,"{'layers.0.weight': tensor(48.7950), 'layers.0.bias': tensor(0.7542)}"
f_00090,6,3.022162914276123,0.0,"{'layers.0.weight': tensor(74.2809), 'layers.0.bias': tensor(1.0397)}"
f_00086,6,2.7363040447235107,0.0,"{'layers.0.weight': tensor(66.8770), 'layers.0.bias': tensor(0.9738)}"
f_00087,6,3.1830737590789795,0.0,"{'layers.0.weight': tensor(158.6406), 'layers.0.bias': tensor(1.0582)}"
f_00068,6,2.54875111579895,0.0,"{'layers.0.weight': tensor(62.2378), 'layers.0.bias': tensor(0.9538)}"
f_00091,6,2.2586514949798584,0.10909090909090909,"{'layers.0.weight': tensor(23.8368), 'layers.0.bias': tensor(0.2496)}"
f_00018,6,2.354487895965576,0.0,"{'layers.0.weight': tensor(44.2460), 'layers.0.bias': tensor(0.9406)}"
f_00041,6,3.0912086963653564,0.0,"{'layers.0.weight': tensor(153.0702), 'layers.0.bias': tensor(1.1068)}"
f_00033,6,3.149614095687866,0.0,"{'layers.0.weight': tensor(64.4876), 'layers.0.bias': tensor(1.0997)}"
f_00006,6,2.7660419940948486,0.0,"{'layers.0.weight': tensor(61.3349), 'layers.0.bias': tensor(1.0021)}"
f_00050,7,2.394824981689453,0.0,"{'layers.0.weight': tensor(37.3952), 'layers.0.bias': tensor(0.5941)}"
f_00038,7,3.209930658340454,0.0,"{'layers.0.weight': tensor(87.5730), 'layers.0.bias': tensor(0.5758)}"
f_00037,7,2.164301872253418,0.0,"{'layers.0.weight': tensor(75.8052), 'layers.0.bias': tensor(0.8911)}"
f_00069,7,2.1415657997131348,0.015873015873015872,"{'layers.0.weight': tensor(182.5533), 'layers.0.bias': tensor(0.8060)}"
f_00007,7,2.1631603240966797,0.0,"{'layers.0.weight': tensor(289.0000), 'layers.0.bias': tensor(0.9380)}"
f_00044,7,3.3298428058624268,0.0,"{'layers.0.weight': tensor(98.6393), 'layers.0.bias': tensor(0.7568)}"
f_00027,7,2.329015016555786,0.0,"{'layers.0.weight': tensor(53.6397), 'layers.0.bias': tensor(0.9390)}"
f_00022,7,2.4472339153289795,0.0,"{'layers.0.weight': tensor(69.2382), 'layers.0.bias': tensor(0.9588)}"
f_00066,7,2.576589584350586,0.0,"{'layers.0.weight': tensor(68.1595), 'layers.0.bias': tensor(0.8239)}"
f_00098,7,2.4956326484680176,0.0,"{'layers.0.weight': tensor(19.1099), 'layers.0.bias': tensor(0.3464)}"
f_00065,7,1.566314697265625,0.08620689655172414,"{'layers.0.weight': tensor(101.0241), 'layers.0.bias': tensor(0.7101)}"
