c_name,round,train_loss,train_acc,grad_norms
f_00027,6,0.018872709944844246,1.0,None
f_00077,6,0.3932056427001953,0.8872549019607843,None
f_00061,6,6.1084328990546055e-06,1.0,None
f_00071,6,0.7697154879570007,0.8703703703703703,None
f_00019,6,2.2405846118927,0.4722222222222222,None
f_00091,6,1.4439131021499634,0.4909090909090909,None
f_00051,6,0.2303667962551117,0.9292929292929293,None
f_00070,6,7.916290201137599e-07,1.0,None
f_00044,6,1.0219552516937256,0.5709342560553633,None
f_00085,6,0.0012891392689198256,1.0,None
f_00000,6,1.1410081386566162,0.7887323943661971,None
f_00032,6,0.005059485323727131,1.0,None
f_00002,6,0.002309374278411269,1.0,None
f_00043,6,1.1313334703445435,0.6521739130434783,None
f_00069,6,0.5095369219779968,0.9365079365079365,None
f_00008,6,0.0018884652527049184,1.0,None
f_00075,6,0.0060061439871788025,1.0,None
f_00048,6,1.2230629920959473,0.5384615384615384,None
f_00062,6,1.0501294136047363,0.7638888888888888,None
f_00040,6,7.670682680327445e-05,1.0,None
f_00045,6,0.004269748460501432,1.0,None
f_00018,6,0.0005512457573786378,1.0,None
f_00052,6,0.517853856086731,0.8293515358361775,None
f_00063,7,0.000829334428999573,1.0,None
f_00074,7,1.0691429376602173,0.623015873015873,None
f_00093,7,1.3950848579406738,0.8,None
f_00062,7,1.024289846420288,0.7777777777777778,None
f_00026,7,2.3886396884918213,0.42105263157894735,None
f_00089,7,0.8127209544181824,0.8677685950413223,None
f_00052,7,0.462725430727005,0.8361774744027304,None
f_00049,7,0.5360888838768005,0.9818181818181818,None
f_00076,7,0.0044407532550394535,1.0,None
f_00023,7,0.0007118512294255197,1.0,None
f_00090,7,0.007111719809472561,1.0,None
f_00047,7,1.1476446390151978,0.6330275229357798,None
f_00008,7,0.0024477059487253428,1.0,None
f_00077,7,0.40114784240722656,0.8578431372549019,None
f_00075,7,9.167550888378173e-05,1.0,None
f_00073,7,0.006144053768366575,1.0,None
f_00038,7,1.218608021736145,0.625,None
f_00078,7,1.8835780620574951,0.41,None
f_00025,7,1.0569781064987183,0.762589928057554,None
f_00043,7,1.1969892978668213,0.6608695652173913,None
f_00099,7,1.2038798332214355,0.7570621468926554,None
f_00016,7,0.9452084302902222,0.6511627906976745,None
f_00012,7,0.001088266959413886,1.0,None
f_00072,7,0.1677660495042801,0.9555555555555556,None
f_00042,7,1.2170476913452148,0.5454545454545454,None
f_00033,7,0.004565135575830936,1.0,None
f_00044,7,0.9206445813179016,0.6228373702422145,None
f_00030,7,0.41486144065856934,0.8444444444444444,None
f_00071,7,1.1464823484420776,0.8518518518518519,None
f_00091,7,1.7043002843856812,0.45454545454545453,None
f_00015,8,1.7980577945709229,0.6637168141592921,None
f_00043,8,1.0195870399475098,0.6869565217391305,None
f_00079,8,0.003348208963871002,1.0,None
f_00037,8,0.0036490624770522118,1.0,None
f_00029,8,1.0160237550735474,0.7794117647058824,None
f_00069,8,0.4553017020225525,0.8888888888888888,None
f_00017,8,0.002922553103417158,1.0,None
f_00020,8,2.0739517211914062,0.4217687074829932,None
f_00014,8,0.0678984597325325,0.9805825242718447,None
f_00052,8,0.449874609708786,0.8361774744027304,None
f_00099,8,1.192939043045044,0.7570621468926554,None
f_00033,8,0.006046367343515158,1.0,None
f_00022,8,1.135325149448363e-07,1.0,None
f_00070,8,0.0,1.0,None
f_00053,8,1.60826575756073,0.890625,None
f_00007,8,3.5643947740027215e-06,1.0,None
f_00068,8,0.0,1.0,None
f_00097,8,1.8620177507400513,0.6590909090909091,None
f_00013,8,0.4874446392059326,0.9622641509433962,None
f_00021,8,0.5775754451751709,0.9032258064516129,None
f_00032,8,0.005635100416839123,1.0,None
f_00071,8,1.2540478706359863,0.8703703703703703,None
f_00018,8,0.00043773543438874185,1.0,None
f_00019,8,3.343926191329956,0.375,None
f_00076,8,0.001487288041971624,1.0,None
f_00087,8,0.0023705216590315104,1.0,None
f_00057,8,0.8820412755012512,0.7727272727272727,None
f_00098,8,2.8124868869781494,0.5555555555555556,None
f_00012,8,0.001925501273944974,1.0,None
f_00026,8,2.324636459350586,0.40350877192982454,None
f_00045,9,0.005169392097741365,1.0,None
f_00092,9,0.003463579574599862,1.0,None
f_00081,9,1.5700409412384033,0.5084745762711864,None
f_00089,9,0.4464676082134247,0.8677685950413223,None
f_00059,9,6.88672298565507e-05,1.0,None
f_00038,9,1.2019586563110352,0.5892857142857143,None
f_00021,9,0.5744761228561401,0.9193548387096774,None
f_00027,9,0.03204450011253357,0.9836065573770492,None
f_00006,9,0.020878372713923454,1.0,None
f_00010,9,0.22702452540397644,0.9753086419753086,None
f_00067,9,1.020387053489685,0.6888888888888889,None
f_00012,9,0.0018847363535314798,1.0,None
f_00066,9,0.6433597207069397,0.9016393442622951,None
f_00095,9,1.8750202655792236,0.5,None
f_00063,9,0.0008333068108186126,1.0,None
f_00011,9,0.6875501275062561,0.8214285714285714,None
f_00071,9,0.9393422603607178,0.8333333333333334,None
f_00097,9,1.8386492729187012,0.6363636363636364,None
f_00048,9,1.4613622426986694,0.49230769230769234,None
f_00043,9,1.1073131561279297,0.6782608695652174,None
f_00086,9,0.11083073168992996,0.991869918699187,None
f_00030,9,0.6285833716392517,0.7111111111111111,None
f_00075,9,0.004594103898853064,1.0,None
f_00054,9,0.5502773523330688,0.8947368421052632,None
f_00087,9,0.002994807669892907,1.0,None
f_00070,9,0.0,1.0,None
f_00088,9,8.138757402775809e-05,1.0,None
f_00085,9,0.000985792139545083,1.0,None
f_00034,9,0.9955487847328186,0.8863636363636364,None
f_00051,9,0.3163767158985138,0.898989898989899,None
